Id,Prediction
0,3774981.597379544
1,3457434.4409554387
2,3443926.6127780136
3,3447986.9162634676
4,3999697.1227814103
5,4044185.2252685744
6,3965742.284012264
7,3481065.2681270274
8,4765444.7221717825
9,3705331.955189788
10,5215278.671973813
11,4747067.415965056
12,4503616.0191645585
13,3929670.649087255
14,4349845.586256831
15,4494927.889774475
16,3872980.4624118065
17,3526119.039985762
18,7410037.305621671
19,3139237.9592548916
20,2012264.0760807176
21,5317804.207603095
22,4256484.537766751
23,5309985.767820699
24,6838575.80473122
25,3944681.311366928
26,3723882.9817055063
27,5237320.048593954
28,3366288.8501733374
29,4829949.3348713005
30,3526377.1635865374
31,2603090.536415379
32,2559491.625982919
33,5066300.425071324
34,2133119.252746369
35,5502238.515352995
36,3824480.1570592173
37,5170165.457278904
38,2940433.5292883283
39,2854775.28883059
40,4527788.492731108
41,4232668.876179821
42,4152547.0074423677
43,4752313.555849758
44,5131007.72007482
45,3874772.9907997223
46,3560141.9730224116
47,2123710.058694741
48,4952758.967385224
49,4282097.312380996
50,4127555.0524759716
51,3135373.761200887
52,6268191.90037856
53,2543121.6038107136
54,3389282.4252465367
55,4588837.537649364
56,6136713.602816006
57,3365360.8376733027
58,4035617.12552935
59,4907707.8036287455
60,2310862.1746412097
61,3466232.0884642266
62,4082305.041880447
63,4060535.0918185897
64,4811672.667670083
65,6895933.855332
66,4867718.785641933
67,6681530.41651831
68,4788325.073685072
69,5627602.305204382
70,3832276.1439617714
71,2133417.32629496
72,4147434.77099331
73,4489641.489872037
74,4992396.354150278
75,3891383.6077279802
76,4395933.535189014
77,4389768.350895692
78,5204482.382922949
79,3832689.489258817
80,5089439.778818484
81,5977695.5788561795
82,3425948.457667388
83,3901896.6443706555
84,5826059.003933642
85,1870721.101615953
86,4400910.918151049
87,6394900.69157456
88,4598006.995343272
89,3058110.5366233177
90,5234188.943913413
91,4102671.815793472
92,4168660.9494086374
93,3187521.5144645814
94,9085422.818874305
95,2055066.6020014437
96,4703879.186381959
97,4945437.341285319
98,3780125.513661203
99,5049030.020725048
100,4905388.221703398
101,2670045.0828895513
102,3420732.8450919357
103,3822166.0083570513
104,3149919.005006097
105,3064232.65346221
106,4492641.75946583
107,5916187.805007719
108,4615223.290539439
109,5103511.475934976
110,4216810.81560749
111,3348370.6801138786
112,4214086.946222551
113,4698328.971327073
114,4114610.4877165686
115,3870048.6614203923
116,3389658.7301911516
117,4637012.153482662
118,5064640.939565471
119,4531562.743235219
120,4550349.015607877
121,4373774.238753042
122,4317177.371865908
123,5122080.15708721
124,2509687.36621421
125,3840662.99343679
126,6237864.59789491
127,3626375.494586367
128,4089756.754461478
129,4649703.920305717
130,2102697.42857535
131,4727844.959005996
132,4460212.0048064925
133,3228501.9042257806
134,4337812.148693248
135,3715196.143873777
136,3894631.26476378
137,3813533.8824513783
138,3630440.938528041
139,4904026.207998088
140,6194561.710280479
141,2484094.155600493
142,4755087.82055431
143,2288614.6978027183
144,5560457.080556839
145,3368519.975016965
146,4130253.0285910456
147,3075908.0125735225
148,3775820.020361422
149,4446449.219261888
150,3966916.736379301
151,2121551.0620242795
152,6583026.032304159
153,5433570.851413137
154,3138420.537755014
155,5285502.743240138
156,4858096.690485433
157,4230834.336474722
158,2796864.31850193
159,4070214.8537257826
160,2321129.6479716673
161,3383739.162761032
162,3389789.5943304715
163,5710903.706601509
164,5497975.404740049
165,2162763.035832458
166,4048380.6546637826
167,3692356.44899544
168,4892071.552556298
169,4494540.568979338
170,3850093.790955608
171,3584962.0727302115
