Id,Prediction
0,3994795.3263836675
1,3285693.183990006
2,3275275.6385311866
3,3678501.2011806495
4,3830587.3505358356
5,4066129.99846635
6,3852711.238209082
7,3421628.4035230926
8,4302111.058970292
9,3470728.183415592
10,5137281.108622523
11,4611050.2568179285
12,4679092.386304108
13,3901021.259391626
14,4688248.127851685
15,3844991.9411295787
16,3699587.0983708613
17,3547136.8123904164
18,5813299.978588292
19,3540608.943343001
20,2044177.1790488302
21,4482416.485498883
22,4052256.6576141994
23,4929109.559101826
24,6519347.573380246
25,3978266.1887934594
26,3496747.1109014903
27,5058132.381466275
28,3263072.318056448
29,5314990.897739891
30,3656830.3130746065
31,2585637.423017445
32,2798934.3462925213
33,4633611.367066244
34,2158819.9524165355
35,5364100.323305524
36,4038856.8418176356
37,5173616.771854834
38,3016893.7883556215
39,3038629.6430323864
40,4637892.207056013
41,4169646.542206624
42,4458665.5539856795
43,4754523.559817296
44,5371191.74660754
45,4003955.9555664193
46,3493742.410976121
47,2127178.3965164805
48,4438878.814702296
49,4617748.32864993
50,4215303.962331968
51,3215983.8177621025
52,5932131.9716636
53,2424965.533359397
54,3295625.3877758193
55,4599586.858378519
56,6047791.064852913
57,3538010.01030912
58,4076103.7400161102
59,4572632.841535556
60,2289924.9108832283
61,3153465.6283784932
62,3874088.566212799
63,3924063.6535996892
64,4679742.192147185
65,5932023.791453995
66,4896984.225521604
67,5871583.637041967
68,4538494.751068147
69,5107670.545230859
70,3802746.900082576
71,2359744.2694196124
72,4311520.156131184
73,4377492.179624781
74,4957837.020588353
75,3647145.8089752416
76,4224911.361675168
77,4245151.440662709
78,4844287.844089477
79,3921712.043008129
80,4838429.218719983
81,5307657.1557751885
82,3394666.733258181
83,3553405.8336000512
84,5730241.551309966
85,1849466.8995389522
86,4203595.7653825795
87,6860374.6457011495
88,4616516.649667507
89,3146201.698237675
90,5174047.368045223
91,3776294.3941939035
92,4296604.035435329
93,3364033.657070748
94,7108996.759882255
95,2359383.180028966
96,4625672.027903967
97,5276733.750450731
98,3593909.0953570018
99,5238310.254474409
100,4381936.071805509
101,2352912.429839599
102,3210285.4222702086
103,3924893.44570525
104,3497671.891779291
105,2882252.666759829
106,4737636.19396481
107,5481901.309219218
108,4585379.308619617
109,5479252.280843248
110,4715731.27642907
111,3432042.071193494
112,4072263.774541503
113,4800606.269733475
114,4054073.5712069324
115,3837991.5014456175
116,3442758.4136901726
117,4658957.622330189
118,5095539.458628379
119,4571713.150044639
120,4526524.5522398185
121,4274543.386176844
122,4659128.21680233
123,4964443.423174425
124,2594367.72248262
125,3647792.5116871577
126,6164756.773304384
127,3550612.34358501
128,3640731.6701153605
129,4717291.259625479
130,2071075.4426124147
131,4523372.608989588
132,4606166.628423287
133,3036364.312448088
134,4289547.869549682
135,3839534.7825850174
136,4390087.7879022965
137,3678565.0436683134
138,3709812.569706425
139,4822884.529409338
140,5415168.014954835
141,2500510.841114676
142,4670265.912581487
143,2185666.550414375
144,5219294.227605692
145,3528273.835273943
146,4236570.3839789685
147,2983612.750583362
148,3975248.424568702
149,4698519.42118382
150,4035213.883405059
151,2067620.7703165284
152,5563159.083012916
153,5180695.715867671
154,3100791.7614450683
155,5145210.031004099
156,4742432.766095066
157,4374004.6364677325
158,2875594.7458535885
159,4060384.0749092684
160,2480946.6294084894
161,3554191.1421042616
162,3442529.80774653
163,5769885.84296242
164,5893581.659548908
165,2117341.309385193
166,4422144.176716259
167,3579092.544583161
168,4368675.816837105
169,4214867.782090875
170,3631797.803879475
171,3574931.7573265424
172,3330525.4405754292
173,6151687.241990846
174,5912108.106196685
175,2761058.339891446
176,5746650.432826813
177,5452528.070611427
178,4174653.2808676125
179,3440656.0019256365
180,3684817.7372996924
181,3632141.046745334
182,4996026.558992222
183,3827459.4602830918
184,4454838.556685957
185,3654511.6258372203
186,3295391.735994575
187,5945573.2202753
188,4488491.847403989
189,4251508.5729410155
190,3877960.908783465
191,4210636.792245177
192,4935162.5188812055
193,3108018.9193473537
194,5646295.329910466
195,4058505.863122384
196,4573732.280467714
197,2008849.5141342112
198,2840753.0417963895
199,5117781.031168258
200,3844798.7461761143
201,2947754.83922367
202,3903674.347938479
203,6943899.943169815
204,4755863.378542399
205,4983369.559117011
206,4441769.477311241
207,4376803.47874389
208,4186577.5892771776
209,3709076.1291078543
210,4022726.0397086064
211,4716548.616596745
212,2601851.5597525435
213,3112484.9588019964
214,5556092.772585267
215,1961440.341849393
216,4226077.67181657
217,4866069.763358003
218,3744454.092750796
219,2569979.931462408
220,6111280.367253513
221,4458007.398193899
222,3771796.3433992164
223,3986108.9850530024
224,5905992.729296708
225,4007948.2715673037
226,2401012.008259269
227,5648730.578706763
228,2661901.644846639
229,5544529.0570801385
230,4192078.8384479005
231,5556158.322610302
232,4398177.497328377
233,3533952.6304739527
234,3957779.3567206967
235,4327680.590739785
236,4300730.993139008
237,3307944.740227445
238,4418334.343382605
239,4459487.665530817
240,4341919.536450644
241,3725215.3167787977
242,3699934.3538139127
243,4271730.0598995695
244,4720671.078965756
245,4733415.376441986
246,4256735.332133946
247,5123339.348912119
248,4348352.229584876
249,4021276.457758549
250,2489658.2227063193
251,4368505.6248566955
252,4967320.308599409
253,3829895.152657405
254,3628661.5948960977
255,3224434.509140923
256,4185367.6488621477
257,4048139.3165955367
258,3390782.4134245757
259,3254114.944049453
260,4469207.191205147
261,3060269.8967622705
262,5375647.013807277
263,5281939.940795372
264,2037216.418278245
265,5284121.046556872
266,3829635.837546551
267,8063623.129462931
268,4859164.6340924185
269,4196459.3609217405
270,4029600.4806655734
271,2740584.204427708
272,4240059.254618377
273,4706477.762970205
274,3643686.457424965
275,4688109.695839191
276,7062193.26723421
277,5425518.097233374
278,5273118.16855176
279,3705547.2503330577
280,5241571.528252874
281,3166572.6450037993
282,3522639.563465199
283,3709607.4195591775
284,3799530.5885780496
285,1944301.9552769377
286,4712531.286143647
287,4193596.0095081204
288,4256793.465301956
289,3601799.0854030033
290,4536058.416816072
291,4650411.159279972
292,3578118.5638302313
293,5777268.926282633
294,2748051.44789261
295,5412080.594277516
296,5028022.392525593
297,6105739.11841799
298,4230228.377711944
299,4253214.838973492
300,4047480.429272339
301,4964547.482966043
302,4833023.44742996
303,5774451.921902781
304,4465502.392412092
305,4687988.890883741
306,3750684.5577098834
307,5349142.495859171
308,1840381.1331174513
309,3756218.61933192
310,4410573.987197438
311,3850423.0910306047
312,3024730.7218895503
313,3848415.4642178756
314,3299119.431263151
315,2471327.0360719557
316,1932255.5464917389
317,4043997.2209658683
318,5096473.622739527
319,3610938.6594246607
320,3528768.7043092023
321,3271951.062954771
322,3692995.844963907
323,3740364.7335095713
324,4116164.737224023
325,3659902.7529052086
326,5117274.442454296
327,4064627.883653303
328,5354002.253630753
329,5299064.794726237
330,2746783.4770798115
331,4618863.790410125
332,4109333.400163966
333,6422460.801435845
334,5026024.98327818
335,4343195.758295695
336,2806578.425874239
337,4346122.863171938
338,3338206.704280586
339,2656369.869783159
340,4995423.909778362
341,4699641.829284616
342,4798032.161699118
343,4741303.294727817
344,5267105.649035954
345,3808245.749851685
346,3459017.743207544
347,5160687.634154289
348,2734182.8151090527
349,5542152.833210457
350,4041923.953259196
351,6216293.350545958
352,5857469.132119468
353,3634871.9676992865
354,3271693.461507794
355,3643509.1331832
356,5698664.525829541
357,4182821.502029283
358,4696554.016988067
359,4992444.078772151
360,4717291.259625479
361,5028030.741881076
362,3167386.5923369564
363,4081162.196739704
364,4885480.337692254
365,3499243.1938474546
366,1993719.9192952355
367,4174247.7277830564
368,3824194.2225428005
369,5106418.243306841
370,3647214.7047078544
371,4225265.801340451
372,5274527.040075874
373,4883163.485320876
374,3278438.0403495263
375,4679167.719264316
376,3647582.395767442
377,3537170.3970841537
378,4542386.620488576
379,5098431.0246609915
380,5551788.105356587
381,3502966.217543827
382,2988840.557075453
383,4516102.80888686
384,3683744.445296684
385,5688128.96853322
386,3597513.419157389
387,4605283.665844127
388,4289353.455894287
389,4235236.49271525
390,6090892.6683359
391,2945005.7603838453
392,2813632.684393816
393,4277158.491956871
394,6290115.800190939
395,2197597.402361476
396,4784126.900895197
397,5234561.773129141
398,7321583.174189942
399,5133824.325580327
400,3222154.373014842
401,3881035.2294174647
402,3216196.7312760362
403,4150848.088593249
404,3160222.782764257
405,4137218.431870379
406,3973090.5413722727
407,3591728.36782113
408,2045892.5458595022
409,4102825.673172416
410,3882527.61184469
411,3607841.3600423383
412,4277117.45646987
413,4476141.9367616875
414,5105997.971199876
415,3202793.0011241245
416,6229151.597958591
417,2500510.841114676
418,3868987.1391866948
419,2337566.85721818
420,4108354.407252141
421,5244570.386383986
422,4919607.286207166
423,3035235.812941524
424,4871000.934035192
425,3710644.7417797903
426,4706797.304934188
427,3990615.564047678
428,4737544.393603089
429,2987618.1769116954
430,3316410.0473475694
431,3478373.8244971703
432,2041681.7768551009
433,3230821.81257664
434,3043007.992982979
435,4571282.615668432
436,3780188.974107604
437,3407886.4868358932
438,2751962.196397761
439,5431428.839042314
440,4912826.135785157
441,4680579.73656943
442,4278906.367341441
443,4124325.6025887807
444,4442090.459233245
445,3731067.8592291703
446,5394093.59746262
447,4958178.586259935
448,3815814.069045835
449,6977255.477750621
450,4259639.241150773
451,3180306.634168307
452,3333793.744795027
453,4833953.748821071
454,4465853.155629619
455,3984895.0120585854
456,3028145.6676938445
457,3758316.597557083
458,4192215.343756166
459,2932225.437781595
460,4629995.204736093
461,4517620.716983631
462,4234138.343684654
463,2733946.3561384575
464,4345633.832039279
465,3565017.97036393
466,3385810.8666107715
467,3554555.194413504
468,4776999.671510894
469,4438004.214586168
470,3542556.9115062794
471,4648461.035235965
472,3332286.3027469674
473,4475860.490724929
474,4611356.028632332
475,3812206.532967182
476,3699505.2640844346
477,5235471.866718472
478,3586715.6827791096
479,5211234.777606779
480,3417755.8810514696
481,5256660.367676798
482,3028172.6596582467
483,4767813.120579813
484,4650516.489248011
485,3062284.8609215817
486,4363013.890636262
487,4178289.2386738104
488,6007279.825709369
489,3787142.4367050724
490,4205177.606879296
491,3285922.6989844632
492,4557406.862831788
493,4140176.5165609154
494,3632237.1776425955
495,4417834.240412488
496,5193574.715786358
497,3675408.3428348643
498,3864301.325827138
499,4802964.320255066
500,4410387.360024356
501,2159052.8948968044
502,3862159.2447633524
503,6056656.831708799
504,2994300.906477185
505,3297801.993905291
506,3428797.761089235
507,4198779.272885876
508,3579443.987275891
509,4129336.6821537423
510,5693834.37722985
511,4535675.609221405
512,1993719.9192952355
513,4667301.368138687
514,3019883.6971335704
515,2340848.2582659596
516,3417668.8515541083
517,4928095.263126463
518,4605522.843809785
519,4814277.454923196
520,3678755.66029182
521,5502312.347914775
522,5323156.041864019
523,5125207.706088041
524,3963015.2575488067
525,4245700.164242567
526,2023167.0892803674
527,4661774.287678811
528,6300417.52230309
529,4873885.328621025
530,3862884.3264709665
531,3525293.150818716
532,3801675.425070606
533,4017683.4086599695
534,5312226.667102176
535,3978266.1887934594
536,4668338.471317765
537,3546505.336352978
538,3472194.352274769
539,5136223.221908922
540,4261037.119421199
541,2408240.555889064
542,3525601.846987499
543,3312207.3856142797
544,4332545.508468841
545,4602789.080583138
546,3463128.1335611986
547,3853005.7761959014
548,3583352.5611266512
549,3586547.904040713
550,3566110.272919386
551,4242712.56829824
552,3135789.353588251
553,5027141.777205003
554,4600706.505589991
555,4005432.766986097
556,3338147.9856073298
557,4331198.9814912565
558,3794989.4611211033
559,4149537.6933456725
560,4552015.857394168
561,4728505.266190918
562,2318372.0427488126
563,4514530.983419437
564,2712815.54946649
565,4567366.61615804
566,2801017.4325054795
567,5402885.675664969
568,3948130.869746249
569,3624184.6915356866
570,5265563.100788893
571,4782080.91824325
572,3921346.404736512
573,5155958.501098422
574,4167279.150431917
575,3015148.140197749
576,6160359.01053721
577,3603456.2635597116
578,4656258.899633124
579,3759184.1306523066
580,3215555.0115934475
581,3664931.8520958642
582,5518375.2493333975
583,4364164.5606372235
584,3951649.8056772207
585,7008518.660431476
586,3626213.8522577486
587,3223787.434424068
588,6095917.789026415
589,4698708.571631103
590,3268099.35844018
591,3996099.7600847967
592,3569273.281586741
593,2655149.982496016
594,3353989.5351427454
595,3285922.6989844632
596,3292024.4780099625
597,2728145.3563929307
598,3962310.154313413
599,5705275.093144464
600,5040881.11461708
601,5333621.7895754995
602,4200379.902645946
603,2077740.0317536376
604,2207777.944393856
605,3519852.9203272103
606,2602182.3506201156
607,3303873.5496131307
608,2276503.837820484
609,4491671.869265941
610,6027074.152543728
611,1924448.2133477782
612,5148003.5407270435
613,4701257.853281478
614,5464914.507539578
615,1972119.1140000422
616,4431922.465710255
617,5798119.947448337
618,6432398.4883347135
619,4358494.115729567
620,4264454.478061895
621,5688825.877155442
622,5471305.613981455
623,4880383.998739668
624,2221549.4805826936
625,4210937.585684905
626,4456676.169130324
627,4643054.18691221
628,3376519.1236284142
629,3398813.1358694006
630,5480691.825489154
631,5080825.337788812
632,5960957.293523947
633,5897347.025924714
634,2806776.3651820575
635,3102546.2782970364
636,4830495.728111631
637,3310528.6863862895
638,3578282.7408155096
639,4288056.68686826
640,5054150.973290691
641,4889984.144724038
642,2441333.4524245746
643,6392904.731954457
644,5015698.043992171
645,3387972.5758706676
646,4876588.79337263
647,3517605.9738050606
648,2785272.356277408
649,3103476.0592572307
650,2958463.9485358805
651,3625208.690294853
652,5090678.432390751
653,4533911.183964713
654,3041920.1333599756
655,4444551.645907147
656,3381021.0740339765
657,3860473.2187854713
658,5819079.189530763
659,4463778.633219669
660,4585277.76195106
661,5082550.331918833
662,4072205.0263482593
663,4303615.005958972
664,3732343.3080635434
665,3278438.0403495263
666,6371907.288721654
667,3099071.720126933
668,3797893.433609214
669,4397177.969202647
670,4916703.501547549
671,5520917.268382063
672,2785929.5497771464
673,4105421.158189963
674,3952673.459003161
675,2798934.3462925213
676,4191083.382390515
677,3100609.4901735466
678,3294198.139989018
679,4427592.078447698
680,3537561.1001082426
681,4182792.075507038
682,3556049.1613293104
683,4582679.07506059
684,3862327.72809669
685,5016934.07132978
686,3553334.029589134
687,2588210.078676415
688,4558426.865377792
689,3327785.27236899
690,4011598.117711501
691,3722229.775990587
692,2999518.13746776
693,3640310.9192573465
694,3198485.949025858
695,3382967.3058914966
696,4042147.66938549
697,6026063.807040373
698,5420479.941293281
699,2504724.0559408204
700,5849489.630270269
701,4971319.723225913
702,3918862.87814778
703,4779297.395535385
704,4657891.794546956
705,6783903.981996605
706,5158304.711321727
707,3592687.4392435052
708,4539529.755341667
709,3790448.1670973543
710,4648369.151958091
711,5310795.00303576
712,3852982.643023074
713,3901138.8677308443
714,4595902.429927361
715,4937842.241213358
716,3315074.529308338
717,4586272.106478269
718,5002045.683877918
719,5663950.346548869
720,4211154.899814656
721,5708816.44413771
722,4064701.297023893
723,2008867.848046772
724,4353256.364173235
725,3412405.984381891
726,2561996.1532873954
727,3382571.8904856276
728,3860382.5396474334
729,3497564.2492963653
730,3338030.828576351
731,3723100.8566620625
732,3016042.416681353
733,6436395.30810896
734,3514869.4361145226
735,4250513.4528064225
736,2369347.9705204447
737,4007077.74486647
738,3688526.0762060196
739,4100472.9928950146
740,3894080.695608942
741,4219665.881456564
742,4117066.400769741
743,4462659.568744659
744,5270963.6249135295
745,6538435.074422948
746,3605041.552851886
747,5338041.699694467
748,4860842.877507036
749,4116148.5581073347
750,5394093.59746262
751,3921231.173184211
752,4031904.455580148
753,1850277.688150786
754,3303873.5496131307
755,3327244.6137025324
756,3338030.828576351
757,4314695.148528396
758,2621494.492138099
759,5359685.834000859
760,3899596.653374876
761,3783691.355375695
762,3142646.2929249527
763,3046483.0785466405
764,5543503.187997998
765,6803665.661410451
766,4063317.7721512024
767,2372574.896967807
768,4442988.888516932
769,4682007.596339026
770,3317524.0791870817
771,4095337.7102825325
772,4323049.745011587
773,3596309.44854281
774,4168425.8704500673
775,4462350.382578036
776,3565017.97036393
777,4322029.5144195855
778,4372653.710105757
779,3809323.6191783734
780,2525836.4692704594
781,4151834.741990135
782,4800758.964008814
783,3634004.4886161257
784,4853792.737386488
785,3327301.5190046113
786,6395432.221096014
787,4602916.209362462
788,4851332.492582839
789,4041685.087445307
790,2885267.5572773647
791,4456676.169130324
792,3303898.1652217307
793,2217348.686384341
794,3240220.2177934404
795,4334437.276240882
796,2702342.6328359474
797,3347291.6060181856
798,3984054.3540049302
799,4241890.396484768
800,5065400.795005903
801,4423737.066289977
802,5134291.269690874
803,3992689.0576884532
804,3965738.5033789347
805,3555762.2592997947
806,4335858.835122301
807,4885973.846673493
808,4168003.933817299
809,1972028.656592494
810,3844173.8474817327
811,3963357.6132892976
812,4790824.102859047
813,4253238.380958265
814,2268864.673700022
815,4813375.999232043
816,3456704.9379574023
817,2941513.1962076887
818,4165575.0729643377
819,2522912.476130892
820,4220483.291893225
821,4119271.7704045633
822,4992128.733028692
823,4310277.938921552
824,4591641.67147601
825,3921003.607311715
826,4673247.084662511
827,2182622.9862455577
828,5232478.7845936725
829,3594390.9650068483
830,4900704.786512177
831,3728487.846214325
832,4779740.475854627
833,4666587.495970343
834,4747573.375007301
835,3321397.086282981
836,2018708.6429294753
837,4470044.187399144
838,3643754.4826795734
839,2019942.6225807052
840,3997281.1567384596
841,2840341.9204281336
842,5442942.722418663
843,3912712.7995601287
844,4952002.776022764
845,4742477.9074709155
846,4569495.229334557
847,4923771.537469382
848,2684352.810259913
849,3436019.8699556394
850,3163406.2500183913
851,4858850.345444692
852,7030943.1928825695
853,3107128.686431978
854,3191014.5607379815
855,3952679.277213221
856,6024855.927554312
857,4155108.0679667704
858,3683775.3716385574
859,4506547.076557367
860,3396055.981939377
861,4831690.77218431
862,2883637.825559409
863,4237765.500480357
864,5925238.365208685
865,4708171.962140341
866,4566767.379533805
867,2393028.140603951
868,5427857.390854531
869,4549994.719363538
870,1897553.3856449304
871,4788303.344293737
872,4272248.957371782
873,3858612.5643356526
874,3674200.3931046603
875,2304741.269342758
876,2674772.900428048
877,4535675.609221405
878,3206069.1310301763
879,4911291.74605806
880,3460080.532035101
881,3698472.380935135
882,4467401.082669787
883,4236252.803968629
884,4643734.611429547
885,4292174.215185699
886,3857729.2308327523
887,5410784.36099615
888,2463602.762084648
889,4740562.840044838
890,3633505.2104214095
891,4447012.107930175
892,5909080.533204126
893,3642223.2467072597
894,5034222.488913059
895,5082631.637469089
896,3803713.1170948427
897,3883440.8984003253
898,4005979.5239918856
899,5072055.289865483
900,3443431.395033676
901,5342388.66733119
902,4299790.319318538
903,4300567.20568199
904,2275967.270944746
905,4432827.131957259
906,4208790.226358416
907,3702408.5436647935
908,3930224.3998196176
909,3241660.697445925
910,4686616.023257381
911,4640984.682933099
912,3338030.828576351
913,3657174.1180435163
914,3886445.4192525004
915,5470677.873353112
916,1869206.4392719308
917,6186602.548431022
918,3433516.591081327
919,4108162.2334190332
920,3587328.9886859874
921,3373237.172299059
922,4672805.069276245
923,4157556.650867001
924,4708473.83134198
925,6657773.88528915
926,4776485.8688923195
927,4001610.994779971
928,5895127.538445398
929,4041874.3739986448
930,3733271.590975543
931,2166012.967622107
932,4517620.716983631
933,4565245.3231048165
934,4478101.013358859
935,4171312.590654222
936,1892281.8857720718
937,3787359.101227546
938,3501518.141887888
939,5923363.901331501
940,5815485.813775532
941,3296933.008012852
942,4018255.110053088
943,5341530.224079341
944,4196243.874190135
945,1975082.6159211902
946,5019206.764952937
947,4311477.425208245
948,3857061.967806551
949,3220338.2895114
950,4782289.345844079
951,4212087.032518512
952,3305462.978742411
953,3893066.1236033393
954,6116616.141752108
955,4390432.969290764
956,5527753.804088141
957,4565571.231418784
958,4749892.615681701
959,4732355.7660903875
960,5074857.280151557
961,4393837.7421813905
962,4888654.447826191
963,4615681.148198325
964,6523742.4864286445
965,3299540.1299098087
966,5149812.784087582
967,5574205.799433108
968,3011422.699150352
969,2220736.1464324435
970,3316410.0473475694
971,3897718.445173157
972,3170108.7704952722
973,2944484.9996423163
974,3452480.002762833
975,3660014.296853585
976,2388415.042564311
977,4416509.3994476115
978,4075102.0443631546
979,5556731.293669002
980,4543013.549137459
981,2090963.7203763928
982,3844730.768743026
983,6545734.934126329
984,6467449.733963881
985,4402452.262194326
986,2295780.151621881
987,4257545.859808845
988,5356924.893455791
989,3829499.1274657534
990,4663734.846530618
991,1997661.4115478634
992,5029944.64603695
993,6197903.816666475
994,4536839.451859518
995,3461299.025940731
996,3512115.223997878
997,3811531.2953965683
998,3897756.2129950905
999,5247761.957787766
1000,4266259.547712665
1001,3473416.2231853413
1002,3881175.6935548317
1003,5540117.82362958
1004,4692073.693824147
1005,4598142.599811112
1006,5528581.560863617
1007,3752274.698669713
1008,2324140.5720984438
1009,3625518.704784695
1010,3636837.4241406317
1011,4102494.2132102326
1012,3925337.721606475
1013,4812597.558676156
1014,4650984.872327216
1015,3834877.7269836846
1016,5218497.058392002
1017,4408717.850862125
1018,3905270.125058393
1019,3910830.241272139
1020,3956936.760831555
1021,3559066.5465227333
1022,4389962.634359621
1023,2319306.264025494
1024,4301410.3376663085
1025,4250218.916744298
1026,4213222.308726769
1027,3994273.598840791
1028,4569233.022340667
1029,3573483.7080493895
1030,5558953.403312088
1031,3814825.4284388227
1032,2252619.360671639
1033,4559981.38597645
1034,5373308.647929968
1035,3903295.9051692807
1036,4601769.6234883005
1037,3698961.562232713
1038,4414085.30429718
1039,6228339.127947009
1040,3943883.455384902
1041,2330820.1812180295
1042,1886123.289649609
1043,4931343.412532149
1044,4146421.5927655105
1045,4655591.288371969
1046,4242076.323543773
1047,5237334.830472417
1048,3312589.5090390285
1049,4502946.414219896
1050,4440922.387342348
1051,3706140.338104969
